PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,IsChild,FareCategory
822,True,3,"Lulic, Mr. Nikola",male,27.0,0,0,315098,8.6625,S,False,Medium
823,False,1,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972,0.0,S,False,Low
824,True,3,"Moor, Mrs. (Beila)",female,27.0,0,1,392096,12.475,S,False,Medium
825,False,3,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295,39.6875,S,True,Very High
826,False,3,"Flynn, Mr. John",male,28.0,0,0,368323,6.95,Q,False,Low
827,False,3,"Lam, Mr. Len",male,28.0,0,0,1601,56.4958,S,False,Very High
828,True,2,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079,37.0042,C,True,Very High
829,True,3,"McCormack, Mr. Thomas Joseph",male,28.0,0,0,367228,7.75,Q,False,Low
830,True,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0,0,0,113572,80.0,S,False,Very High
831,True,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,C,True,Medium
832,True,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,S,True,High
833,False,3,"Saad, Mr. Amin",male,28.0,0,0,2671,7.2292,C,False,Low
834,False,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468,7.8542,S,False,Low
835,False,3,"Allum, Mr. Owen George",male,18.0,0,0,2223,8.3,S,False,Medium
836,True,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,PC 17756,83.1583,C,False,Very High
837,False,3,"Pasic, Mr. Jakob",male,21.0,0,0,315097,8.6625,S,False,Medium
838,False,3,"Sirota, Mr. Maurice",male,28.0,0,0,392092,8.05,S,False,Medium
839,True,3,"Chip, Mr. Chang",male,32.0,0,0,1601,56.4958,S,False,Very High
840,True,1,"Marechal, Mr. Pierre",male,28.0,0,0,11774,29.7,C,False,High
841,False,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,7.925,S,False,Medium
842,False,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,S,True,Medium
843,True,1,"Serepeca, Miss. Augusta",female,30.0,0,0,113798,31.0,C,False,High
844,False,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,C,False,Low
845,False,3,"Culumovic, Mr. Jeso",male,17.0,0,0,315090,8.6625,S,True,Medium
846,False,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,7.55,S,False,Low
847,False,3,"Sage, Mr. Douglas Bullen",male,28.0,8,2,CA. 2343,69.55,S,False,Very High
848,False,3,"Markoff, Mr. Marin",male,35.0,0,0,349213,7.8958,C,False,Low
849,False,2,"Harper, Rev. John",male,28.0,0,1,248727,33.0,S,False,Very High
850,True,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,28.0,1,0,17453,89.1042,C,False,Very High
851,False,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,31.275,S,True,Very High
852,False,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,S,False,Low
853,False,3,"Boulos, Miss. Nourelain",female,9.0,1,1,2678,15.2458,C,True,High
854,True,1,"Lines, Miss. Mary Conover",female,16.0,0,1,PC 17592,39.4,S,True,Very High
855,False,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252,26.0,S,False,High
856,True,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,9.35,S,False,Medium
857,True,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,164.8667,S,False,Very High
858,True,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,113055,26.55,S,False,High
859,True,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,C,False,High
860,False,3,"Razi, Mr. Raihed",male,28.0,0,0,2629,7.2292,C,False,Low
861,False,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026,14.1083,S,False,Medium
862,False,2,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134,11.5,S,False,Medium
863,True,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466,25.9292,S,False,High
864,False,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,28.0,8,2,CA. 2343,69.55,S,False,Very High
865,False,2,"Gill, Mr. John William",male,24.0,0,0,233866,13.0,S,False,Medium
866,True,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,13.0,S,False,Medium
867,True,2,"Duran y More, Miss. Asuncion",female,27.0,1,0,SC/PARIS 2149,13.8583,C,False,Medium
868,False,1,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,PC 17590,50.4958,S,False,Very High
869,False,3,"van Melkebeke, Mr. Philemon",male,28.0,0,0,345777,9.5,S,False,Medium
870,True,3,"Johnson, Master. Harold Theodor",male,4.0,1,1,347742,11.1333,S,True,Medium
871,False,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248,7.8958,S,False,Low
872,True,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,52.5542,S,False,Very High
873,False,1,"Carlsson, Mr. Frans Olof",male,33.0,0,0,695,5.0,S,False,Low
874,False,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,9.0,S,False,Medium
875,True,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381,24.0,C,False,High
876,True,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667,7.225,C,True,Low
877,False,3,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534,9.8458,S,False,Medium
878,False,3,"Petroff, Mr. Nedelio",male,19.0,0,0,349212,7.8958,S,False,Low
879,False,3,"Laleff, Mr. Kristo",male,28.0,0,0,349217,7.8958,S,False,Low
880,True,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767,83.1583,C,False,Very High
881,True,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,230433,26.0,S,False,High
882,False,3,"Markun, Mr. Johann",male,33.0,0,0,349257,7.8958,S,False,Low
883,False,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552,10.5167,S,False,Medium
884,False,2,"Banfield, Mr. Frederick James",male,28.0,0,0,C.A./SOTON 34068,10.5,S,False,Medium
885,False,3,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076,7.05,S,False,Low
886,False,3,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652,29.125,Q,False,High
887,False,2,"Montvila, Rev. Juozas",male,27.0,0,0,211536,13.0,S,False,Medium
888,True,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053,30.0,S,False,High
889,False,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,28.0,1,2,W./C. 6607,23.45,S,False,High
890,True,1,"Behr, Mr. Karl Howell",male,26.0,0,0,111369,30.0,C,False,High
891,False,3,"Dooley, Mr. Patrick",male,32.0,0,0,370376,7.75,Q,False,Low
